,incident_number,address,incident_type,datetime,latitude,longitude,color,icon,marker_text,neighborhood
226,F220107550,125 Boren Ave S,Scenes Of Violence 14,2022-09-05 01:36:00,47.601549,-122.317677,purple,asterisk,<p>Incident: F220107550</p><p>Date: 2022-09-05</p><p>Time: 01:36:00</p><p>Type: Scenes Of Violence 14</p>,Central Business District
227,F220107551,3501 Rainier Ave S,Aid Response,2022-09-05 01:37:00,47.571853,-122.293193,red,ambulance,<p>Incident: F220107551</p><p>Date: 2022-09-05</p><p>Time: 01:37:00</p><p>Type: Aid Response</p>,Yesler Terrace
228,F220107553,6740 55th Ave S,Automatic Fire Alarm Resd,2022-09-05 01:40:00,47.54211,-122.264568,red,fire,<p>Incident: F220107553</p><p>Date: 2022-09-05</p><p>Time: 01:40:00</p><p>Type: Automatic Fire Alarm Resd</p>,Columbia City
229,F220107554,Bagley Ave N / N 42nd St,Medic Response,2022-09-05 01:45:00,47.657956,-122.332596,red,ambulance,<p>Incident: F220107554</p><p>Date: 2022-09-05</p><p>Time: 01:45:00</p><p>Type: Medic Response</p>,Seward Park
230,F220107556,M L King Jr Way S / S Cloverdale St,MVI - Motor Vehicle Incident,2022-09-05 01:50:00,47.526114,-122.279265,green,car,<p>Incident: F220107556</p><p>Date: 2022-09-05</p><p>Time: 01:50:00</p><p>Type: MVI - Motor Vehicle Incident</p>,Wallingford
231,F220107558,N 43rd St / Meridian Ave N,Medic Response,2022-09-05 01:54:00,47.659129,-122.333766,red,ambulance,<p>Incident: F220107558</p><p>Date: 2022-09-05</p><p>Time: 01:54:00</p><p>Type: Medic Response</p>,South Beacon Hill
232,F220107559,1635 8th Ave,Aid Response,2022-09-05 01:57:00,47.613235,-122.33331,red,ambulance,<p>Incident: F220107559</p><p>Date: 2022-09-05</p><p>Time: 01:57:00</p><p>Type: Aid Response</p>,Wallingford
233,F220107560,101 6th Ave S,Auto Fire Alarm,2022-09-05 01:57:00,47.601701,-122.326351,orange,fire,<p>Incident: F220107560</p><p>Date: 2022-09-05</p><p>Time: 01:57:00</p><p>Type: Auto Fire Alarm</p>,Central Business District
234,F220107561,1613 Sw Myrtle St,Medic Response- 7 per Rule,2022-09-05 02:03:00,47.539121,-122.355132,purple,asterisk,<p>Incident: F220107561</p><p>Date: 2022-09-05</p><p>Time: 02:03:00</p><p>Type: Medic Response- 7 per Rule</p>,International District
235,F220107562,210 Alaskan Way S,Aid Response,2022-09-05 02:22:00,47.600593,-122.335915,red,ambulance,<p>Incident: F220107562</p><p>Date: 2022-09-05</p><p>Time: 02:22:00</p><p>Type: Aid Response</p>,Riverview
236,F220107563,6600 Roosevelt Way Ne,Aid Response,2022-09-05 02:29:00,47.676554,-122.317373,red,ambulance,<p>Incident: F220107563</p><p>Date: 2022-09-05</p><p>Time: 02:29:00</p><p>Type: Aid Response</p>,Pioneer Square
237,F220107564,2208 15th Ave W,Auto Fire Alarm,2022-09-05 02:35:00,47.638695,-122.376149,orange,fire,<p>Incident: F220107564</p><p>Date: 2022-09-05</p><p>Time: 02:35:00</p><p>Type: Auto Fire Alarm</p>,Roosevelt
238,F220107565,4750 15th Ave Ne,AFA4 - Auto Alarm 2 + 1 + 1,2022-09-05 02:39:00,47.663381,-122.311961,purple,asterisk,<p>Incident: F220107565</p><p>Date: 2022-09-05</p><p>Time: 02:39:00</p><p>Type: AFA4 - Auto Alarm 2 + 1 + 1</p>,Interbay
239,F220107566,2870 S Hanford St,Aid Response,2022-09-05 02:42:00,47.574853,-122.295888,red,ambulance,<p>Incident: F220107566</p><p>Date: 2022-09-05</p><p>Time: 02:42:00</p><p>Type: Aid Response</p>,University District
240,F220107567,1521 15th Ave,Aid Response,2022-09-05 02:42:00,47.61466,-122.31277,red,ambulance,<p>Incident: F220107567</p><p>Date: 2022-09-05</p><p>Time: 02:42:00</p><p>Type: Aid Response</p>,Columbia City
241,F220107568,2304 N 117th St,Aid Response,2022-09-05 02:46:00,47.714089,-122.331314,red,ambulance,<p>Incident: F220107568</p><p>Date: 2022-09-05</p><p>Time: 02:46:00</p><p>Type: Aid Response</p>,Broadway
242,F220107569,3815 S Othello St,Low Acuity Response,2022-09-05 02:50:00,47.537037,-122.284506,purple,asterisk,<p>Incident: F220107569</p><p>Date: 2022-09-05</p><p>Time: 02:50:00</p><p>Type: Low Acuity Response</p>,Haller Lake
243,F220107570,6553 High Point Dr Sw,Aid Response,2022-09-05 02:52:00,47.54414,-122.36811,red,ambulance,<p>Incident: F220107570</p><p>Date: 2022-09-05</p><p>Time: 02:52:00</p><p>Type: Aid Response</p>,Holly Park
244,F220107571,6520 10th Ave Nw,Aid Response,2022-09-05 03:02:00,47.676145,-122.369781,red,ambulance,<p>Incident: F220107571</p><p>Date: 2022-09-05</p><p>Time: 03:02:00</p><p>Type: Aid Response</p>,High Point
245,F220107572,1710 S Jackson St,Auto Fire Alarm,2022-09-05 03:05:00,47.599233,-122.310139,orange,fire,<p>Incident: F220107572</p><p>Date: 2022-09-05</p><p>Time: 03:05:00</p><p>Type: Auto Fire Alarm</p>,Whittier Heights
246,F220107573,7019 47th Ave Sw,Low Acuity Response,2022-09-05 03:13:00,47.540061,-122.393071,purple,asterisk,<p>Incident: F220107573</p><p>Date: 2022-09-05</p><p>Time: 03:13:00</p><p>Type: Low Acuity Response</p>,Atlantic
247,F220107574,13023 Greenwood Ave N,Aid Response,2022-09-05 03:27:00,47.723436,-122.355547,red,ambulance,<p>Incident: F220107574</p><p>Date: 2022-09-05</p><p>Time: 03:27:00</p><p>Type: Aid Response</p>,Gatewood
248,F220107575,76 S Lander St,Aid Response,2022-09-05 03:46:00,47.579811,-122.335244,red,ambulance,<p>Incident: F220107575</p><p>Date: 2022-09-05</p><p>Time: 03:46:00</p><p>Type: Aid Response</p>,Broadview
249,F220107576,3rd Ave / Bell St,Medic Response,2022-09-05 03:48:00,47.614705,-122.344794,red,ambulance,<p>Incident: F220107576</p><p>Date: 2022-09-05</p><p>Time: 03:48:00</p><p>Type: Medic Response</p>,Industrial District
250,F220107577,1200 University St,Aid Response,2022-09-05 03:51:00,47.611943,-122.325987,red,ambulance,<p>Incident: F220107577</p><p>Date: 2022-09-05</p><p>Time: 03:51:00</p><p>Type: Aid Response</p>,Belltown
251,F220107578,1911 22nd Ave S,Aid Response,2022-09-05 03:52:00,47.586234,-122.304237,red,ambulance,<p>Incident: F220107578</p><p>Date: 2022-09-05</p><p>Time: 03:52:00</p><p>Type: Aid Response</p>,First Hill
252,F220107579,509 3rd Ave,Auto Fire Alarm,2022-09-05 03:55:00,47.602114,-122.330809,orange,fire,<p>Incident: F220107579</p><p>Date: 2022-09-05</p><p>Time: 03:55:00</p><p>Type: Auto Fire Alarm</p>,North Beacon Hill
253,F220107580,9061 Seward Park Ave S,Aid Response,2022-09-05 04:08:00,47.521679,-122.264284,red,ambulance,<p>Incident: F220107580</p><p>Date: 2022-09-05</p><p>Time: 04:08:00</p><p>Type: Aid Response</p>,Pioneer Square
254,F220107581,1911 22nd Ave S,Nurseline/AMR,2022-09-05 04:25:00,47.586234,-122.304237,green,user-md,<p>Incident: F220107581</p><p>Date: 2022-09-05</p><p>Time: 04:25:00</p><p>Type: Nurseline/AMR</p>,Dunlap
255,F220107582,510 Minor Ave N,Auto Fire Alarm,2022-09-05 04:50:00,47.623222,-122.333001,orange,fire,<p>Incident: F220107582</p><p>Date: 2022-09-05</p><p>Time: 04:50:00</p><p>Type: Auto Fire Alarm</p>,North Beacon Hill
256,F220107584,900 University St,Aid Response,2022-09-05 04:57:00,47.61055,-122.329318,red,ambulance,<p>Incident: F220107584</p><p>Date: 2022-09-05</p><p>Time: 04:57:00</p><p>Type: Aid Response</p>,South Lake Union
257,F220107585,805 4th Ave N,Aid Response,2022-09-05 05:01:00,47.626322,-122.348863,red,ambulance,<p>Incident: F220107585</p><p>Date: 2022-09-05</p><p>Time: 05:01:00</p><p>Type: Aid Response</p>,First Hill
258,F220107587,4830 Fauntleroy Way Sw,Aid Response,2022-09-05 05:23:00,47.558981,-122.381458,red,ambulance,<p>Incident: F220107587</p><p>Date: 2022-09-05</p><p>Time: 05:23:00</p><p>Type: Aid Response</p>,Lower Queen Anne
259,F220107590,4307 Ne 123rd St,Low Acuity Response,2022-09-05 05:54:00,47.717317,-122.281595,purple,asterisk,<p>Incident: F220107590</p><p>Date: 2022-09-05</p><p>Time: 05:54:00</p><p>Type: Low Acuity Response</p>,Fairmount Park
260,F220107591,6830 49th Ave Ne,Aid Response,2022-09-05 06:04:00,47.677862,-122.275596,red,ambulance,<p>Incident: F220107591</p><p>Date: 2022-09-05</p><p>Time: 06:04:00</p><p>Type: Aid Response</p>,Matthews Beach
261,F220107592,3815 S Othello St,Low Acuity Response,2022-09-05 06:19:00,47.537037,-122.284506,purple,asterisk,<p>Incident: F220107592</p><p>Date: 2022-09-05</p><p>Time: 06:19:00</p><p>Type: Low Acuity Response</p>,View Ridge
262,F220107593,2711 Alaskan Way,Medic Response,2022-09-05 06:27:00,47.61394,-122.353193,red,ambulance,<p>Incident: F220107593</p><p>Date: 2022-09-05</p><p>Time: 06:27:00</p><p>Type: Medic Response</p>,Holly Park
263,F220107595,13000 Linden Ave N,Low Acuity Response,2022-09-05 06:34:00,47.723218,-122.348195,purple,asterisk,<p>Incident: F220107595</p><p>Date: 2022-09-05</p><p>Time: 06:34:00</p><p>Type: Low Acuity Response</p>,Belltown
264,F220107596,1908 Nw 100th St,Aid Response,2022-09-05 06:37:00,47.701571,-122.381235,red,ambulance,<p>Incident: F220107596</p><p>Date: 2022-09-05</p><p>Time: 06:37:00</p><p>Type: Aid Response</p>,Bitter Lake
265,F220107597,4541 19th Ave Ne,Aid Response,2022-09-05 06:39:00,47.66162,-122.30724,red,ambulance,<p>Incident: F220107597</p><p>Date: 2022-09-05</p><p>Time: 06:39:00</p><p>Type: Aid Response</p>,North Beach - Blue Ridge
266,F220107598,941 N 85th St,Low Acuity Response,2022-09-05 06:40:00,47.690569,-122.346651,purple,asterisk,<p>Incident: F220107598</p><p>Date: 2022-09-05</p><p>Time: 06:40:00</p><p>Type: Low Acuity Response</p>,University District
267,F220107599,3RD AVE / BLANCHARD ST,BC Medic Response- 6 per rule,2022-09-05 06:42:00,47.613936,-122.343494,purple,asterisk,<p>Incident: F220107599</p><p>Date: 2022-09-05</p><p>Time: 06:42:00</p><p>Type: BC Medic Response- 6 per rule</p>,Greenwood
268,F220107600,110 10th Ave S,Auto Fire Alarm,2022-09-05 06:45:00,47.601612,-122.319581,orange,fire,<p>Incident: F220107600</p><p>Date: 2022-09-05</p><p>Time: 06:45:00</p><p>Type: Auto Fire Alarm</p>,Belltown
269,F220107602,4th Ave / Virginia St,Aid Response,2022-09-05 07:02:00,47.613063,-122.340033,red,ambulance,<p>Incident: F220107602</p><p>Date: 2022-09-05</p><p>Time: 07:02:00</p><p>Type: Aid Response</p>,Yesler Terrace
270,F220107603,508 Prospect St,Investigate Out Of Service,2022-09-05 07:07:00,47.628911,-122.347319,purple,asterisk,<p>Incident: F220107603</p><p>Date: 2022-09-05</p><p>Time: 07:07:00</p><p>Type: Investigate Out Of Service</p>,Belltown
271,F220107604,2nd Ave / Battery St,Aid Response,2022-09-05 07:09:00,47.614809,-122.346954,red,ambulance,<p>Incident: F220107604</p><p>Date: 2022-09-05</p><p>Time: 07:09:00</p><p>Type: Aid Response</p>,East Queen Anne
272,F220107605,11 W Aloha St,Aid Response,2022-09-05 07:16:00,47.627192,-122.356823,red,ambulance,<p>Incident: F220107605</p><p>Date: 2022-09-05</p><p>Time: 07:16:00</p><p>Type: Aid Response</p>,Belltown
273,F220107606,11726 Evanston Ave N,Aid Response,2022-09-05 07:22:00,47.714301,-122.351555,red,ambulance,<p>Incident: F220107606</p><p>Date: 2022-09-05</p><p>Time: 07:22:00</p><p>Type: Aid Response</p>,Lower Queen Anne
274,F220107607,3651 34th Ave S,Rescue Elevator,2022-09-05 07:26:00,47.571115,-122.28993,green,building,<p>Incident: F220107607</p><p>Date: 2022-09-05</p><p>Time: 07:26:00</p><p>Type: Rescue Elevator</p>,Bitter Lake
275,F220107608,Madrona Dr / Newport Way,Medic Response- 6 per Rule,2022-09-05 07:34:00,47.613417,-122.282535,purple,asterisk,<p>Incident: F220107608</p><p>Date: 2022-09-05</p><p>Time: 07:34:00</p><p>Type: Medic Response- 6 per Rule</p>,Mount Baker
276,F220107609,NB I5 TO SWIFT,Brush Fire Freeway,2022-09-05 07:37:00,47.542027,-122.303649,purple,asterisk,<p>Incident: F220107609</p><p>Date: 2022-09-05</p><p>Time: 07:37:00</p><p>Type: Brush Fire Freeway</p>,Madrona
277,F220107612,9455 27TH AVE SW,Aid Response,2022-09-05 07:38:00,47.518178,-122.367277,red,ambulance,<p>Incident: F220107612</p><p>Date: 2022-09-05</p><p>Time: 07:38:00</p><p>Type: Aid Response</p>,South Beacon Hill
278,F220107615,6th Ave / Spring St,Hang-Up- Aid,2022-09-05 07:41:00,47.60773,-122.331343,purple,asterisk,<p>Incident: F220107615</p><p>Date: 2022-09-05</p><p>Time: 07:41:00</p><p>Type: Hang-Up- Aid</p>,Roxhill
279,F220107618,2nd Ave / Madison St,Aid Response,2022-09-05 07:45:00,47.605159,-122.335129,red,ambulance,<p>Incident: F220107618</p><p>Date: 2022-09-05</p><p>Time: 07:45:00</p><p>Type: Aid Response</p>,Central Business District
280,F220107619,800 Seneca St,Aid Response,2022-09-05 07:47:00,47.609372,-122.329777,red,ambulance,<p>Incident: F220107619</p><p>Date: 2022-09-05</p><p>Time: 07:47:00</p><p>Type: Aid Response</p>,Central Business District
281,F220107620,BARNES AVE NW / NW MARKET ST,Aid Response,2022-09-05 07:53:00,47.668673,-122.380353,red,ambulance,<p>Incident: F220107620</p><p>Date: 2022-09-05</p><p>Time: 07:53:00</p><p>Type: Aid Response</p>,First Hill
282,F220107621,803 Ne 103rd St,Aid Response,2022-09-05 07:55:00,47.703122,-122.320406,red,ambulance,<p>Incident: F220107621</p><p>Date: 2022-09-05</p><p>Time: 07:55:00</p><p>Type: Aid Response</p>,Adams
283,F220107623,401 Broadway E,Auto Fire Alarm,2022-09-05 08:05:00,47.621988,-122.320906,orange,fire,<p>Incident: F220107623</p><p>Date: 2022-09-05</p><p>Time: 08:05:00</p><p>Type: Auto Fire Alarm</p>,Maple Leaf
284,F220107625,12517 33rd Ave Ne,Aid Response,2022-09-05 08:16:00,47.719378,-122.292729,red,ambulance,<p>Incident: F220107625</p><p>Date: 2022-09-05</p><p>Time: 08:16:00</p><p>Type: Aid Response</p>,Broadway
285,F220107626,8620 Roosevelt Way Ne,Medic Response,2022-09-05 08:18:00,47.691108,-122.317612,red,ambulance,<p>Incident: F220107626</p><p>Date: 2022-09-05</p><p>Time: 08:18:00</p><p>Type: Medic Response</p>,Cedar Park
286,F220107627,8331 Wabash Ave S,Aid Response,2022-09-05 08:33:00,47.528813,-122.269031,red,ambulance,<p>Incident: F220107627</p><p>Date: 2022-09-05</p><p>Time: 08:33:00</p><p>Type: Aid Response</p>,Maple Leaf
287,F220107629,909 5th Ave,Aid Response,2022-09-05 08:44:00,47.605897,-122.331199,red,ambulance,<p>Incident: F220107629</p><p>Date: 2022-09-05</p><p>Time: 08:44:00</p><p>Type: Aid Response</p>,Dunlap
288,F220107631,Ne 50th St / 7th Ave Ne,MVI - Motor Vehicle Incident,2022-09-05 08:49:00,47.664958,-122.320703,green,car,<p>Incident: F220107631</p><p>Date: 2022-09-05</p><p>Time: 08:49:00</p><p>Type: MVI - Motor Vehicle Incident</p>,Central Business District
289,F220107632,1919 5th Ave,Aid Response,2022-09-05 08:53:00,47.613099,-122.338112,red,ambulance,<p>Incident: F220107632</p><p>Date: 2022-09-05</p><p>Time: 08:53:00</p><p>Type: Aid Response</p>,University District
290,F220107634,505 Ne 70th St,Low Acuity Response,2022-09-05 09:01:00,47.679478,-122.322726,purple,asterisk,<p>Incident: F220107634</p><p>Date: 2022-09-05</p><p>Time: 09:01:00</p><p>Type: Low Acuity Response</p>,Belltown
291,F220107635,8th Ave Nw / Nw 43rd St,Aid Response,2022-09-05 09:13:00,47.658939,-122.366112,red,ambulance,<p>Incident: F220107635</p><p>Date: 2022-09-05</p><p>Time: 09:13:00</p><p>Type: Aid Response</p>,Green Lake
292,F220107636,15th Ave E / E Harrison St,Investigate Out Of Service,2022-09-05 09:16:00,47.621947,-122.312644,purple,asterisk,<p>Incident: F220107636</p><p>Date: 2022-09-05</p><p>Time: 09:16:00</p><p>Type: Investigate Out Of Service</p>,West Woodland
293,F220107637,7540 M L King Jr Way S,Aid Response,2022-09-05 09:18:00,47.534995,-122.280639,red,ambulance,<p>Incident: F220107637</p><p>Date: 2022-09-05</p><p>Time: 09:18:00</p><p>Type: Aid Response</p>,Broadway
294,F220107639,298 Yesler Way,Rescue Elevator,2022-09-05 09:24:00,47.601716,-122.330265,green,building,<p>Incident: F220107639</p><p>Date: 2022-09-05</p><p>Time: 09:24:00</p><p>Type: Rescue Elevator</p>,Brighton
295,F220107640,99 Union St,Aid Response,2022-09-05 09:34:00,47.607828,-122.339105,red,ambulance,<p>Incident: F220107640</p><p>Date: 2022-09-05</p><p>Time: 09:34:00</p><p>Type: Aid Response</p>,Pioneer Square
296,F220107641,2602 SW HOLDEN ST,Aid Response,2022-09-05 09:36:00,47.533703,-122.365862,red,ambulance,<p>Incident: F220107641</p><p>Date: 2022-09-05</p><p>Time: 09:36:00</p><p>Type: Aid Response</p>,Pike-Market
297,F220107643,725 9th Ave,Rescue Elevator,2022-09-05 09:50:00,47.606444,-122.325563,green,building,<p>Incident: F220107643</p><p>Date: 2022-09-05</p><p>Time: 09:50:00</p><p>Type: Rescue Elevator</p>,High Point
298,F220107644,157 Roy St,Medic Response,2022-09-05 09:52:00,47.625446,-122.353901,red,ambulance,<p>Incident: F220107644</p><p>Date: 2022-09-05</p><p>Time: 09:52:00</p><p>Type: Medic Response</p>,First Hill
299,F220107645,4609 Union Bay Pl Ne,Low Acuity Response,2022-09-05 09:52:00,47.662225,-122.293702,purple,asterisk,<p>Incident: F220107645</p><p>Date: 2022-09-05</p><p>Time: 09:52:00</p><p>Type: Low Acuity Response</p>,Lower Queen Anne
300,F220107646,825 Taylor Ave N,Aid Response,2022-09-05 10:10:00,47.626491,-122.34625,red,ambulance,<p>Incident: F220107646</p><p>Date: 2022-09-05</p><p>Time: 10:10:00</p><p>Type: Aid Response</p>,Ravenna
301,F220107647,2212 S Jackson St,Medic Response- Overdose,2022-09-05 10:15:00,47.599276,-122.303156,purple,asterisk,<p>Incident: F220107647</p><p>Date: 2022-09-05</p><p>Time: 10:15:00</p><p>Type: Medic Response- Overdose</p>,Lower Queen Anne
302,F220107648,1900 W Nickerson St,Aid Response,2022-09-05 10:18:00,47.655047,-122.38113,red,ambulance,<p>Incident: F220107648</p><p>Date: 2022-09-05</p><p>Time: 10:18:00</p><p>Type: Aid Response</p>,Atlantic
303,F220107649,East Marginal Way S / Ellis Ave S,1RED 1 Unit,2022-09-05 10:17:00,47.53865,-122.32063,purple,asterisk,<p>Incident: F220107649</p><p>Date: 2022-09-05</p><p>Time: 10:17:00</p><p>Type: 1RED 1 Unit</p>,Interbay
304,F220107650,12TH AVE S / S HOLGATE ST,Encampment Aid,2022-09-05 10:20:00,47.586376,-122.317278,green,envelope-open,<p>Incident: F220107650</p><p>Date: 2022-09-05</p><p>Time: 10:20:00</p><p>Type: Encampment Aid</p>,Georgetown
305,F220107654,116 Fairview Ave N,Aid Response,2022-09-05 10:36:00,47.618693,-122.334256,red,ambulance,<p>Incident: F220107654</p><p>Date: 2022-09-05</p><p>Time: 10:36:00</p><p>Type: Aid Response</p>,North Beacon Hill
306,F220107655,1101 4th Ave,Rescue Lock In/Out,2022-09-05 10:37:00,47.606801,-122.333562,purple,asterisk,<p>Incident: F220107655</p><p>Date: 2022-09-05</p><p>Time: 10:37:00</p><p>Type: Rescue Lock In/Out</p>,South Lake Union
307,F220107656,6339 34th Ave Sw,Auto Fire Alarm,2022-09-05 10:38:00,47.546219,-122.375056,orange,fire,<p>Incident: F220107656</p><p>Date: 2022-09-05</p><p>Time: 10:38:00</p><p>Type: Auto Fire Alarm</p>,Central Business District
308,F220107658,101 Terry Ave N,Rescue Lock In/Out,2022-09-05 10:41:00,47.618527,-122.337151,purple,asterisk,<p>Incident: F220107658</p><p>Date: 2022-09-05</p><p>Time: 10:41:00</p><p>Type: Rescue Lock In/Out</p>,High Point
309,F220107659,4516 15th Ave Ne,Medic Response,2022-09-05 10:43:00,47.6614,-122.311991,red,ambulance,<p>Incident: F220107659</p><p>Date: 2022-09-05</p><p>Time: 10:43:00</p><p>Type: Medic Response</p>,Belltown
310,F220107660,405 Broad St,Aid Response,2022-09-05 10:47:00,47.619801,-122.348784,red,ambulance,<p>Incident: F220107660</p><p>Date: 2022-09-05</p><p>Time: 10:47:00</p><p>Type: Aid Response</p>,University District
311,F220107661,417 Broadway E,Investigate Out Of Service,2022-09-05 10:49:00,47.622174,-122.320909,purple,asterisk,<p>Incident: F220107661</p><p>Date: 2022-09-05</p><p>Time: 10:49:00</p><p>Type: Investigate Out Of Service</p>,South Lake Union
312,F220107663,3441 41st Ave Sw,4RED - 2 + 1 + 1,2022-09-05 11:04:00,47.572901,-122.384624,purple,asterisk,<p>Incident: F220107663</p><p>Date: 2022-09-05</p><p>Time: 11:04:00</p><p>Type: 4RED - 2 + 1 + 1</p>,Broadway
313,F220107664,7th Ave Ne / Ne 50th St,Encampment Fire,2022-09-05 11:05:00,47.664958,-122.320703,purple,asterisk,<p>Incident: F220107664</p><p>Date: 2022-09-05</p><p>Time: 11:05:00</p><p>Type: Encampment Fire</p>,North Admiral
314,F220107672,3441 41st Ave Sw,Aid Response,2022-09-05 11:16:00,47.572901,-122.384624,red,ambulance,<p>Incident: F220107672</p><p>Date: 2022-09-05</p><p>Time: 11:16:00</p><p>Type: Aid Response</p>,University District
315,F220107673,14023 32nd Ave Ne,Nurseline/AMR,2022-09-05 11:16:00,47.730261,-122.293791,green,user-md,<p>Incident: F220107673</p><p>Date: 2022-09-05</p><p>Time: 11:16:00</p><p>Type: Nurseline/AMR</p>,North Admiral
316,F220107675,2nd Ave / Bell St,Aid Response,2022-09-05 11:33:00,47.61404,-122.345653,red,ambulance,<p>Incident: F220107675</p><p>Date: 2022-09-05</p><p>Time: 11:33:00</p><p>Type: Aid Response</p>,Olympic Hills
317,F220107676,2041 Nw 57th St,Rescue Elevator,2022-09-05 11:40:00,47.670181,-122.382661,green,building,<p>Incident: F220107676</p><p>Date: 2022-09-05</p><p>Time: 11:40:00</p><p>Type: Rescue Elevator</p>,Belltown
318,F220107677,10507 Aurora Ave N,Medic Response- Overdose,2022-09-05 11:43:00,47.705096,-122.344695,purple,asterisk,<p>Incident: F220107677</p><p>Date: 2022-09-05</p><p>Time: 11:43:00</p><p>Type: Medic Response- Overdose</p>,Adams
319,F220107678,1253 S Jackson St,Aid Response,2022-09-05 11:43:00,47.599193,-122.316407,red,ambulance,<p>Incident: F220107678</p><p>Date: 2022-09-05</p><p>Time: 11:43:00</p><p>Type: Aid Response</p>,Bitter Lake
320,F220107679,925 Westlake Ave N,Aid Response,2022-09-05 11:45:00,47.627602,-122.33993,red,ambulance,<p>Incident: F220107679</p><p>Date: 2022-09-05</p><p>Time: 11:45:00</p><p>Type: Aid Response</p>,International District
321,F220107692,116 Fairview Ave N,Aid Response,2022-09-05 12:27:00,47.618693,-122.334256,red,ambulance,<p>Incident: F220107692</p><p>Date: 2022-09-05</p><p>Time: 12:27:00</p><p>Type: Aid Response</p>,Westlake
322,F220107693,2101 N Northlake Way,Brush Fire,2022-09-05 12:26:00,47.646871,-122.333913,purple,asterisk,<p>Incident: F220107693</p><p>Date: 2022-09-05</p><p>Time: 12:26:00</p><p>Type: Brush Fire</p>,South Lake Union
323,F220107694,1519 12th Ave,Aid Response,2022-09-05 12:30:00,47.614317,-122.316839,red,ambulance,<p>Incident: F220107694</p><p>Date: 2022-09-05</p><p>Time: 12:30:00</p><p>Type: Aid Response</p>,Wallingford
324,F220107696,1520 Melrose Ave,Medic Response,2022-09-05 12:30:00,47.614174,-122.327923,red,ambulance,<p>Incident: F220107696</p><p>Date: 2022-09-05</p><p>Time: 12:30:00</p><p>Type: Medic Response</p>,Broadway
325,F220107697,1405 24th Ave,Aid Response,2022-09-05 12:32:00,47.612995,-122.301416,red,ambulance,<p>Incident: F220107697</p><p>Date: 2022-09-05</p><p>Time: 12:32:00</p><p>Type: Aid Response</p>,Broadway
326,F220107699,3220 California Ave Sw,Aid Response,2022-09-05 12:43:00,47.575258,-122.386761,red,ambulance,<p>Incident: F220107699</p><p>Date: 2022-09-05</p><p>Time: 12:43:00</p><p>Type: Aid Response</p>,Mann
327,F220107701,4845 S Raymond St,Automatic Fire Alarm Resd,2022-09-05 12:46:00,47.54845,-122.27223,red,fire,<p>Incident: F220107701</p><p>Date: 2022-09-05</p><p>Time: 12:46:00</p><p>Type: Automatic Fire Alarm Resd</p>,North Admiral
328,F220107702,2200 4th Ave S,Encampment Aid,2022-09-05 12:48:00,47.583977,-122.329054,green,envelope-open,<p>Incident: F220107702</p><p>Date: 2022-09-05</p><p>Time: 12:48:00</p><p>Type: Encampment Aid</p>,Seward Park
329,F220107703,2629 Sw Nevada St,4RED - 2 + 1 + 1,2022-09-05 12:51:00,47.565448,-122.365847,purple,asterisk,<p>Incident: F220107703</p><p>Date: 2022-09-05</p><p>Time: 12:51:00</p><p>Type: 4RED - 2 + 1 + 1</p>,Industrial District
330,F220107704,1429 4th Ave,Medic Response,2022-09-05 12:52:00,47.609505,-122.336034,red,ambulance,<p>Incident: F220107704</p><p>Date: 2022-09-05</p><p>Time: 12:52:00</p><p>Type: Medic Response</p>,North Delridge
331,F220107705,3515 Woodland Park Ave N,Auto Fire Alarm,2022-09-05 13:01:00,47.649775,-122.344031,orange,fire,<p>Incident: F220107705</p><p>Date: 2022-09-05</p><p>Time: 13:01:00</p><p>Type: Auto Fire Alarm</p>,Central Business District
332,F220107706,N 80th St / Interlake Ave N,Aid Response,2022-09-05 13:01:00,47.68693,-122.340456,red,ambulance,<p>Incident: F220107706</p><p>Date: 2022-09-05</p><p>Time: 13:01:00</p><p>Type: Aid Response</p>,Fremont
333,F220107707,6007 Palatine Ave N,Aid Response,2022-09-05 13:03:00,47.672403,-122.356431,red,ambulance,<p>Incident: F220107707</p><p>Date: 2022-09-05</p><p>Time: 13:03:00</p><p>Type: Aid Response</p>,Green Lake
334,F220107708,23rd Ave / E Jefferson St,MVI - Motor Vehicle Incident,2022-09-05 13:03:00,47.606176,-122.302777,green,car,<p>Incident: F220107708</p><p>Date: 2022-09-05</p><p>Time: 13:03:00</p><p>Type: MVI - Motor Vehicle Incident</p>,Phinney Ridge
335,F220107709,924 N 143rd St,Aid Response,2022-09-05 13:05:00,47.732314,-122.346635,red,ambulance,<p>Incident: F220107709</p><p>Date: 2022-09-05</p><p>Time: 13:05:00</p><p>Type: Aid Response</p>,Mann
336,F220107710,6600 Roosevelt Way Ne,Auto Fire Alarm,2022-09-05 13:07:00,47.676554,-122.317373,orange,fire,<p>Incident: F220107710</p><p>Date: 2022-09-05</p><p>Time: 13:07:00</p><p>Type: Auto Fire Alarm</p>,Bitter Lake
337,F220107711,800 Occidental Ave S,Medic Response,2022-09-05 13:14:00,47.595692,-122.333273,red,ambulance,<p>Incident: F220107711</p><p>Date: 2022-09-05</p><p>Time: 13:14:00</p><p>Type: Medic Response</p>,Roosevelt
338,F220107714,13731 Linden Ave N,Aid Response,2022-09-05 13:19:00,47.728679,-122.347736,red,ambulance,<p>Incident: F220107714</p><p>Date: 2022-09-05</p><p>Time: 13:19:00</p><p>Type: Aid Response</p>,Pioneer Square
